1368842023978098689 2021-03-08 09:32:25 +0100 <bionetz_ch> Rundgang durch das Gut Rheinau  https://t.co/3pPPNA9HX4
1367030064907497473 2021-03-03 09:32:20 +0100 <bionetz_ch> Gärtnern im Einklang mit der Natur  https://t.co/ELDjzeG9Kx
1366653488919437313 2021-03-02 08:35:57 +0100 <bionetz_ch> Bio familia fördert Naturvielfalt mit WWF  https://t.co/WLSjTAs9nm
1365944136688369669 2021-02-28 09:37:14 +0100 <bionetz_ch> Bio familia fördert Naturvielfalt mit WWF  https://t.co/WLSjTAs9nm
1361298645551902720 2021-02-15 13:57:43 +0100 <bionetz_ch> Richtlinien für Fischwohl  https://t.co/xM7cWYmac6
1360148572264611842 2021-02-12 09:47:44 +0100 <bionetz_ch> Innovationen aus Hanf  https://t.co/40bAXZJ3VF
624072091101433856 2015-07-23 06:22:35 +0100 <bionetz_ch> Coop zieht Bio-Haferflocken zurück  http://t.co/rl77kJnjki
619534916787769344 2015-07-10 17:53:29 +0100 <bionetz_ch> Erleichterter Handel von Bio-Produkten zwischen Schweiz und USA  http://t.co/RSxbImDzGk
618770294745006080 2015-07-08 15:15:09 +0100 <bionetz_ch> Die ersten Kaffeekapseln, die zu Kompost werden  http://t.co/LjUfvvZe6J
618761127925825536 2015-07-08 14:38:43 +0100 <bionetz_ch> Hallo! Ich bin die neue Webredaktorin von bionetz.ch  http://t.co/2Z9AT590Xm  http://t.co/I3HaNwxzXt
618756812645494784 2015-07-08 14:21:34 +0100 <bionetz_ch> Bis 2024 schliessen weitere 10'000 Bauernbetriebe  http://t.co/urJhNUfPiw
618059553792487424 2015-07-06 16:10:55 +0100 <bionetz_ch> Richtpreise für Bio-Brotgetreide bleiben stabil  http://t.co/Kb0llbw7Wn
616945831372038145 2015-07-03 14:25:23 +0100 <bionetz_ch> Alp- und Bergspezialitäten entdecken  http://t.co/sBkWR2mgsV
616249537959735296 2015-07-01 16:18:33 +0100 <bionetz_ch> Die ersten Kaffeekapseln, die zu Kompost werden  http://t.co/pBD3dvc3v2
616001091365277696 2015-06-30 23:51:19 +0100 <bionetz_ch> 15 Jahre bionetz.ch – Rück- und Ausblick  http://t.co/ckneP5cI3T  http://t.co/qhlla7A8zt
614380344247193600 2015-06-26 12:31:03 +0100 <bionetz_ch> Milano 2015: Volle Mägen trotz Klimawandel  http://t.co/dsp9Ra4fC7  http://t.co/dAoEYpr75I
614041704975466496 2015-06-25 14:05:25 +0100 <bionetz_ch> Forum ö 2015: Wirtschaften in geschlossenen Kreisläufen gewinnt bei Unternehmen an Bedeutung  http://t.co/oRo32Dxhsg
613337764990423040 2015-06-23 15:28:13 +0100 <bionetz_ch> IG BIO Schweiz – Interessenvertretung für den BIO-Lebensmittelmarkt gegründet  http://t.co/mzxA9LvRFB  http://t.co/LIktFQi88I
612932835935145984 2015-06-22 12:39:10 +0100 <bionetz_ch> bionetz.ch-Apéro am Bio Marché 2015  http://t.co/jv7caqqG5l  http://t.co/eC4SEiLkMk
612929491216805888 2015-06-22 12:25:53 +0100 <bionetz_ch> SUN-SNACK AG: Jetzt und für die Zukunft !  http://t.co/3xfFItl0Xv  http://t.co/poB6niRSrX
611806303678283776 2015-06-19 10:02:44 +0100 <bionetz_ch> Schweizer Bioweinpreis 2015: Die 30 besten Bioweine  http://t.co/VowXcMrSm7  http://t.co/vxSrdHeEyN
611487013368369152 2015-06-18 12:53:59 +0100 <bionetz_ch> Detailhandelsumsätze steigen erstmals seit Frankenschock wieder an  http://t.co/8ZCZ3JQMKf  http://t.co/TmveBToDii
611108227896475648 2015-06-17 11:48:50 +0100 <bionetz_ch> Mecklenburg-Vorpommern: Tausende falscher Bio-Schweine auf den Markt gebracht  http://t.co/DfFjVqgVos  http://t.co/jWxwMtnPjF
610828805960278016 2015-06-16 17:18:30 +0100 <bionetz_ch> Grosses Interesse am Schweizer Bioackerbautag 2015  http://t.co/kYBdO0nU9s  http://t.co/Es9fIxifzN
610399306336608256 2015-06-15 12:51:49 +0100 <bionetz_ch> Bio Suisse verleiht Bio-Gourmet-Knospe  http://t.co/mgbGqZqEt1  http://t.co/YjARrSyszz
609280724609409024 2015-06-12 10:46:59 +0100 <bionetz_ch> Bananen dominierten die Biofrüchte im Detailhandel  http://t.co/tCfPA4m6UH  http://t.co/F55cSzQ9qv
608881047875497984 2015-06-11 08:18:48 +0100 <bionetz_ch> Die Ernährungswirtschaft hat ein Klimaproblem: Wer steht in der Verantwortung?  http://t.co/dWsF7QmYL7
608292199781003264 2015-06-09 17:18:56 +0100 <bionetz_ch> Weideschlachtung: Positive erste Ergebnisse für Pionierprojekt  http://t.co/3aj0R9a4Jd  http://t.co/6fql3rGAeN
607872710778187776 2015-06-08 13:32:02 +0100 <bionetz_ch> 8. Juni Tag des Meeres: Gesunde Meere – gesunder Planet  http://t.co/57wjFvwhZF  http://t.co/yqAKkKlUxg
606783490735140864 2015-06-05 13:23:52 +0100 <bionetz_ch> Nationalratskommission will Swissness-Inkraftsetzung verschieben  http://t.co/OGBGEjxPbp  http://t.co/zCV8sPSblr
606519801465479168 2015-06-04 19:56:03 +0100 <bionetz_ch> Hochstamm-Birnen: Coop will Absatz fördern  http://t.co/XEUj9OSjDL  http://t.co/46ZaZTpg1X
606081241855737856 2015-06-03 14:53:23 +0100 <bionetz_ch> Ob- und Nidwalden: Bio ist nicht für alle interessant  http://t.co/dXsal6iVJL  http://t.co/yIXTNAAINZ
605707994756747264 2015-06-02 14:10:14 +0100 <bionetz_ch> Bio Star 2015 – Leser der Zeitschrift oliv wählen beste Schweizer Biofachgeschäfte  http://t.co/0UfKPtUUML  http://t.co/JIEi3g57tx
605320534495272960 2015-06-01 12:30:36 +0100 <bionetz_ch> Crowdfunding: Geld aus dem Internet  http://t.co/MTSPK7NPOc  http://t.co/WyzAm1fzcA
604193489836994560 2015-05-29 09:52:08 +0100 <bionetz_ch> Käse: Weniger Löcher wegen zu sauberer Milch  http://t.co/7LY0FzXoao
603189715915931648 2015-05-26 15:23:29 +0100 <bionetz_ch> Leibacher Biber-Manufaktur: Tradition und Innovation  http://t.co/Uck4tFSaBg  http://t.co/XkMuEeQBjk
602861061017116672 2015-05-25 17:37:32 +0100 <bionetz_ch> Schweizer Bio-Ackerbautag in Courtételle  http://t.co/r8jN0vh41x  http://t.co/ag6iOS9Soj
601681905763909632 2015-05-22 11:31:59 +0100 <bionetz_ch> Fairtrade-Schokolade: Swissness auch ohne CH-Rohstoffe  http://t.co/OdGTa5oOYm  http://t.co/SIOGczkzLX
601425168288903168 2015-05-21 18:31:48 +0100 <bionetz_ch> Stellvertretende Direktorin verlässt das FiBL  http://t.co/cKZNCBUFZU  http://t.co/sKB7RXU4Vj
601098500370255872 2015-05-20 20:53:45 +0100 <bionetz_ch> Biolebensmittel verbinden Nachhaltigkeit und Qualität  http://t.co/c1lQZFYVa6  http://t.co/sInKtIMXhm
600689404118728704 2015-05-19 17:48:08 +0100 <bionetz_ch> Coop nimmt glyphosathaltige Produkte aus dem Sortiment  http://t.co/eEVoLvR1oO  http://t.co/ACyPiMkepA
600301195467554818 2015-05-18 16:05:32 +0100 <bionetz_ch> Das Jahr des Bodens am FiBL  http://t.co/99OiOOP0XI  http://t.co/PJHuzWw5X6
599190180390674432 2015-05-15 14:30:46 +0100 <bionetz_ch> Globalisierung gefährdet Ernährungssicherheit  http://t.co/jvzRYNwtNe  http://t.co/JCgjO9QeXN
598001349742166016 2015-05-12 07:46:46 +0100 <bionetz_ch> bionetz.ch-Jahresversammlung 2015 - Treffpunkt für Mitglieder  http://t.co/GcHy9JDHei  http://t.co/mnthok6LQF
597726518710775808 2015-05-11 13:34:41 +0100 <bionetz_ch> Bauern und Landwirte aller Welt: Forscht selber!  http://t.co/k753W36eNG  http://t.co/e6bIzuThFx
596540341328728064 2015-05-08 07:01:15 +0100 <bionetz_ch> Karotten sind wieder Spitzenreiter beim Biogemüse im Detailhandel  http://t.co/8xZsIMoUyp
596379483562745857 2015-05-07 20:22:03 +0100 <bionetz_ch> In Zürich entsteht ein weiteres originelles Bio-Projekt  http://t.co/UULBdzKp1F
595957010757242880 2015-05-06 16:23:18 +0100 <bionetz_ch> Bio Suisse Gourmet Knospe: 14 Bioprodukte für die Sonderauszeichnung nominiert  http://t.co/hSFJrhcCOs
595252721063690240 2015-05-04 17:44:42 +0100 <bionetz_ch> Schluckt Monsanto Syngenta?  http://t.co/bL4u361TSH  http://t.co/wQV06iDNKJ
593757711168380928 2015-04-30 14:44:04 +0100 <bionetz_ch> Bio Suisse fordert «Ernährungsgipfel» zur Ernährungssicherheit  http://t.co/bHzgGj21Q3  http://t.co/Aj7vq3nKF5
593035778516713472 2015-04-28 14:55:22 +0100 <bionetz_ch> Groupe Minoteries SA: Nettoergebnis hält mit der Umsatzausweitung nicht Schritt  http://t.co/dJFUyaBg25  http://t.co/052cbivvp6
592599047896231936 2015-04-27 09:59:57 +0100 <bionetz_ch> «CLEVER – spielend intelligent einkaufen» in Bazenheid (SG)  http://t.co/Pc6rlYEk9z  http://t.co/PPXAb2RJLi
591565264334036992 2015-04-24 13:32:04 +0100 <bionetz_ch> Weltmeere sind 24 Billionen Dollar wert  http://t.co/NvRFOcJovI  http://t.co/XccuyqW59q
591262100942651392 2015-04-23 17:27:24 +0100 <bionetz_ch> Pflanzen-Raritäten auf Schloss Wildegg (2./3. Mai 2015)  http://t.co/LrLaVZly9w  http://t.co/84vTNUL6bB
590782305196736512 2015-04-22 09:40:52 +0100 <bionetz_ch> 2 Biofachgeschäfte praktisch gegenüber gelegen an der Löwenstrasse in Zürich – kann das fu...  http://t.co/P7ZWRCmIZU
590476921194082304 2015-04-21 13:27:23 +0100 <bionetz_ch> Lebensmitteltag LMT 7. Mai 2015: Wie sich die Lebensmittelbranche an Ernährungstrends anpasst  http://t.co/gW7FB4bHAI  http://t.co/79JtjnJKT3
590202782789062656 2015-04-20 19:18:03 +0100 <bionetz_ch> Kleinbauern-Vereinigung: Innovative Landwirtschaft - Verabschiedung Herbert Karch  http://t.co/uCNcmgoT23  http://t.co/pql1hb11h0
589081728582606848 2015-04-17 17:03:23 +0100 <bionetz_ch> Bauernzeitung: Adrian Krebs wird neuer Chefredaktor  http://t.co/a7gE4IqAMv  http://t.co/pGCaOoLpAI
588678121316081664 2015-04-16 14:19:35 +0100 <bionetz_ch> Bio Suisse-Frühjahrs-DV: Richtlinien, Wahlen und mutiger Blick auf die Biozukunft  http://t.co/pbXmxrZJ6I  http://t.co/QZLTBhgFdw
587939898868502528 2015-04-14 13:26:09 +0100 <bionetz_ch> VINUM und Bio Suisse suchen die besten Bioweine 2015  http://t.co/W1ifzErhfg  http://t.co/jOcSgTl8ij
587611887342383104 2015-04-13 15:42:45 +0100 <bionetz_ch> Kleinbauern-Vereinigung: Verfassungslücke mit ergänztem Gegenvorschlag schliessen  http://t.co/AJPUwuXvUw  http://t.co/wGqL7TsUCU
586505112455110656 2015-04-10 14:24:50 +0100 <bionetz_ch> Pro Natura: SBV-Initiative und Gegenvorschlag unnötig  http://t.co/Y6egpzv0dt  http://t.co/xdpASuHMIR
586197506394034176 2015-04-09 18:02:31 +0100 <bionetz_ch> Harmonie im Quartett – 30 Jahre Farfalla  http://t.co/WQANmXXUEW  http://t.co/kkkoab9WpW
585824520851873792 2015-04-08 17:20:24 +0100 <bionetz_ch> Bio Suisse Jahresmedienkonferenz: Anhaltend hohe Nachfrage nach Bio  http://t.co/gorJltLy5W  http://t.co/7BeDp7QsQ4
585391574261051392 2015-04-07 12:40:02 +0100 <bionetz_ch> Marktbericht Bio: Ältere Generation isst gerne Bio-Fleisch  http://t.co/cVkUsUYoXU  http://t.co/J0344SnBhe
583557520230379520 2015-04-02 11:12:09 +0100 <bionetz_ch> Agrarallianz: Ernährungsgipfel statt Abstimmungskampf  http://t.co/7PQCpp7Ii4  http://t.co/VLc4iKYtvx
582798598976466944 2015-03-31 08:56:28 +0100 <bionetz_ch> Tegut: Migros‘ zweiter Versuch in Deutschland  http://t.co/qvnASeerW3  http://t.co/1jaY5L8DOQ
582451377814802432 2015-03-30 09:56:44 +0100 <bionetz_ch> 6. prix eco.swisscanto - die Gewinner  http://t.co/fqVWL4ZFUR  http://t.co/HPceUKFgWq
581437953664278529 2015-03-27 13:49:45 +0100 <bionetz_ch> Zu Ostern: Bio-Poulets vom Coop Zweinutzungshuhn  http://t.co/wMECzMXRhl  http://t.co/oK0PsYJI8X
580971779499380736 2015-03-26 06:57:20 +0100 <bionetz_ch> Fair Trade Town am eco.festival  http://t.co/D9hGpBV63W  http://t.co/Ze6xr7ZX3W
580768310763098112 2015-03-25 17:28:50 +0100 <bionetz_ch> eco.festival 2015: Barfüsser- und Theaterplatz als Schweizer Bühne für Nachhaltigkeit  http://t.co/cU88AbBvLf  http://t.co/0k95xEwXrx
580408584086880256 2015-03-24 17:39:24 +0100 <bionetz_ch> Migros: Import-Poulet nach CH-Mindeststandards Error  http://t.co/8GNVETTgiY
579973274278461440 2015-03-23 12:49:38 +0100 <bionetz_ch> Botanischer Garten in Genf wird 100% Bio  http://t.co/AubuUmZ3aq  http://t.co/lySyvIx75F
578945232466628609 2015-03-20 16:44:34 +0100 <bionetz_ch> Migros Ostschweiz/Luzern: Regio- und Bioprodukte legen zu  http://t.co/L0rRFufOSm  http://t.co/SxA8raw1tE
578522480899432448 2015-03-19 12:44:42 +0100 <bionetz_ch> Hornzuschlag: Markt statt Politik?  http://t.co/3wxfQWEcxQ
577784069838258176 2015-03-17 11:50:31 +0100 <bionetz_ch> «Swiss Food Research» - Branchen-Netzwerk für Forschung und Innovation  http://t.co/xDuBq6ISb7  http://t.co/YDhi1EihoC
577751397497774080 2015-03-17 09:40:41 +0100 <bionetz_ch> Weiterbildungsprogramm «Excellence in Food» an der ZHAW Wädenswil  http://t.co/10zDVPOXkx  http://t.co/LugsgG5AQr
577521127393767424 2015-03-16 18:25:41 +0100 <bionetz_ch> Quo vadis Pflanzenzüchtung  http://t.co/LiubnG6P56  http://t.co/ONJOxUbRi7
577164852076113921 2015-03-15 18:49:58 +0100 <bionetz_ch> Nachhaltigkeitsanalyse hat Marktpotenzial  http://t.co/SlF2PLMzek  http://t.co/VEVxqQb0PY
576353374620233728 2015-03-13 13:05:27 +0100 <bionetz_ch> Biolandbau in Albanien - Stärkung der lokalen Zertifizierung  http://t.co/DCzifeokMk  http://t.co/gQThW0I4Bq
576040060082106368 2015-03-12 16:20:27 +0100 <bionetz_ch> Coop setzt an Ostern voll auf Fairtrade-Schoggi  http://t.co/Nmhzyn3UeM
575693821482254337 2015-03-11 17:24:37 +0100 <bionetz_ch> EU-Ökoreform bleibt umstritten  http://t.co/22pAmV5tCz  http://t.co/djMdbzBmNW
575294229448159232 2015-03-10 14:56:47 +0100 <bionetz_ch> eco.gala – 27. März 2015: Sängerin Sina gewinnt Schweizer Nachhaltigkeitspreis  http://t.co/pgg7f3d68L
574946848621916161 2015-03-09 15:56:25 +0100 <bionetz_ch> Mehrheit der Landwirte begrüsst ökologischere Ausrichtung der Agrarpolitik  http://t.co/80MCAvyInV
573798111665065984 2015-03-06 11:51:45 +0100 <bionetz_ch> Bio-Produkte im Detailhandel gefragt  http://t.co/rjQP1e5RtG  http://t.co/2H0oNFFNri
573413939805065216 2015-03-05 10:25:11 +0100 <bionetz_ch> Wofür steht «SRF»? – Schweizer Radio und Fernsehen (SRF) und Detaillistenverband Swiss Ret...  http://t.co/wbvHbcK5GL  http://t.co/ReskAMO87I
572735340487831553 2015-03-03 13:28:40 +0100 <bionetz_ch> BIOFACH Kongress: «Bio 3.0» setzt Leitlinien für die Biozukunft  http://t.co/RJbzwPCqd8  http://t.co/WLHTGLSOYV
572725446170841088 2015-03-03 12:49:21 +0100 <bionetz_ch> Den Planeten ernähren – aber wie?  http://t.co/qOyJBBr5CE  http://t.co/06alVhM2QD
572716316399931392 2015-03-03 12:13:05 +0100 <bionetz_ch> Mehr Innovationskraft für die Förderung des Biolandbaus  http://t.co/8Vn1QktrJ3
572423287491432448 2015-03-02 16:48:41 +0100 <bionetz_ch> Bio-Gourmet-Knospe: Sprungbrett für innovative Bio-Produkte  http://t.co/CBPFEEnQtR
571270916228960256 2015-02-27 12:29:34 +0100 <bionetz_ch> Biodiversität: Neues Punktesystem zeigt den Nutzen von Umweltmassnahmen  http://t.co/zajD1zAGIm
570951298096492544 2015-02-26 15:19:31 +0100 <bionetz_ch> Romanin Weine AG: Auswahl aus 250 Bioweinen  http://t.co/IKEHRQ1tz7
570538231135137793 2015-02-25 11:58:09 +0100 <bionetz_ch> Alnatura Bio-Supermarkt Zürich City: Eröffnung am 26.02. 2015  http://t.co/FEIz2any4Y  http://t.co/FPYUtuxLX2
570278813608718336 2015-02-24 18:47:19 +0100 <bionetz_ch> Coop vergrössert Ünique-Sortiment  http://t.co/gm084j9Msm  http://t.co/Zri3b5v82w
569834684089307136 2015-02-23 13:22:30 +0100 <bionetz_ch> Die Bedeutung der Hörner für die Kuh (FiBL-Publikation)  http://t.co/VlPMYqXdHM  http://t.co/jJTZcy9rJq
568745259854897152 2015-02-20 13:13:31 +0100 <bionetz_ch> Bioregelwerk 2015 online  http://t.co/nQjJPPc4qY
568393493162418176 2015-02-19 13:55:43 +0100 <bionetz_ch> Viertes Fischforum Schweiz: Grosses Potenzial für Aquakultur  http://t.co/LKwWl8K1mU  http://t.co/p4qJJgDFCu
567927391445766144 2015-02-18 07:03:36 +0100 <bionetz_ch> Forschungspreis Bio-Lebensmittelwirtschaft - Wissenschaft von hohem Mehrwert für die Praxis  http://t.co/C37G7STIDM
567605569482412032 2015-02-17 09:44:48 +0100 <bionetz_ch> Das FiBL an der BIOFACH 2015: Gute Zahlen und viel Input für Bio  http://t.co/zCrCMqVEJl  http://t.co/dyoPVlzBmw
567320838383607808 2015-02-16 14:53:22 +0100 <bionetz_ch> BIOFACH und VIVANESS: Best New Product Awards  http://t.co/GGBGgLueie  http://t.co/W43tDviEyF
566989583838351361 2015-02-15 16:57:05 +0100 <bionetz_ch> BIOFACH und VIVANESS 2015 mit über 44`000 Fachbesuchern  http://t.co/EGApvEsJ0x  http://t.co/3rYdUiurDC
565390714067251200 2015-02-11 07:03:45 +0100 <bionetz_ch> BIOFACH und VIVANESS: Highlights des Tages  http://t.co/0817OZxFsL  http://t.co/hnwG27rAel
565207144405159938 2015-02-10 18:54:18 +0100 <bionetz_ch> Globaler Bio-Lebensmittelmarkt: Wohin geht der Trend?  http://t.co/LEO293OqrL  http://t.co/Vul9nQTTCK
564834197387620352 2015-02-09 18:12:21 +0100 <bionetz_ch> Marktbericht Bio: Kleinerer Bio-Zuschlag für Milchprodukte  http://t.co/ESTKIP9w4n  http://t.co/T56sMmJftL
564447625324539905 2015-02-08 16:36:15 +0100 <bionetz_ch> Migros ist die nachhaltigste Detailhändlerin der Welt  http://t.co/VnJMi5iEVq  http://t.co/hWyoGd1yQ7
563312929542799360 2015-02-05 13:27:22 +0100 <bionetz_ch> Bioladen Öpfelbaum: Die Region auf den Punkt gebracht  http://t.co/FUUD6IyWpt  http://t.co/rIbIfXhGTj
562538460645294080 2015-02-03 10:09:55 +0100 <bionetz_ch> BIOFACH 2015: Partnerland Niederlande präsentiert sich von bester Seite  http://t.co/be6XFgBn3B  http://t.co/QiHrlqXUPT
562247160507297793 2015-02-02 14:52:23 +0100 <bionetz_ch> BIOFACH und VIVANESS Kongress 2015: Food for Thought – Bio-Nahrung für den Kopf  http://t.co/NFyxcP3jn1  http://t.co/ftvzegTZdS
561087616389758977 2015-01-30 10:04:46 +0100 <bionetz_ch> Gold und Silber für Delinat-Weine - MUNDUSvini Biofach  http://t.co/QHB6R16m4t  http://t.co/Cy5UilYU2s
560799041567862784 2015-01-29 14:58:05 +0100 <bionetz_ch> Hochstamm-Obstessig schützt Schweizer Kulturlandschaft  http://t.co/fkbjS143Tb  http://t.co/O1Fxbuq87D
560492868863684608 2015-01-28 18:41:28 +0100 <bionetz_ch> Nestlé-Produkte künftig ohne Schweizerkreuz  http://t.co/bSQTSc3pVh  http://t.co/Lvt5QM34lj
560082966060470272 2015-01-27 15:32:39 +0100 <bionetz_ch> Carlsberg lanciert erste abbaubare Bierflasche der Welt  http://t.co/u2WeRiNO65
559760751561539584 2015-01-26 18:12:17 +0100 <bionetz_ch> Tegut investiert weiter - trotz Umsatzrückgang  http://t.co/agRhDc25pt  http://t.co/Dgt4isnGs3
558257169049874433 2015-01-22 14:37:35 +0100 <bionetz_ch> Tagesaktueller Euro-Rabatt: Delinat gibt Währungsvorteile an Kunden weiter  http://t.co/jZ8IBB1YiI  http://t.co/B4VuL3Q0ya
558254628283113472 2015-01-22 14:27:29 +0100 <bionetz_ch> Coop senkt die Preise von über 1000 Produkten aus dem Euroraum  http://t.co/2FBQY4KPXR  http://t.co/lPshsCPfVj
557483754537897985 2015-01-20 11:24:19 +0100 <bionetz_ch> BIOFACH 2015: Schweizer Bio-Spezialitäten für einen nachhaltigen Genuss  http://t.co/ar8lTUjuCE  http://t.co/VCfzpuQmAS
557475596167831552 2015-01-20 10:51:54 +0100 <bionetz_ch> Marc Zimmermann (eco.ch): Was wäre ich mit weniger mehr?  http://t.co/fuUb9ZoaEW
557188325250203648 2015-01-19 15:50:23 +0100 <bionetz_ch> Begegnungsraum für alle in Lengwil: Der Ekkharthof ein Ort für Menschen mit Behinderung ve...  http://t.co/CAaGxaFPy9  http://t.co/RxrrvBe5Ud
556036378132492288 2015-01-16 11:32:57 +0100 <bionetz_ch> Neue Wirren um Landwirtschaftspolitik: Vision Landwirtschaft zum Gegenentwurf zur Ernährun...  http://t.co/kOl4ZkdQLm  http://t.co/5JgBwxBhUA
555721275910258688 2015-01-15 14:40:51 +0100 <bionetz_ch> Bio Suisse zur Ernährungsinitiative: Verfassungsdebatte zur falschen Zeit!  http://t.co/9DTYzj6W3C  http://t.co/AdNYJNuhrF
555304210812928000 2015-01-14 11:03:35 +0100 <bionetz_ch> Migros und Coop in Top 50  http://t.co/xUQRps8U23  http://t.co/PQ7jyWZ1GL
555036076797333504 2015-01-13 17:18:07 +0100 <bionetz_ch> Rindfleisch ist der Star im Bio-Fleischmarkt  http://t.co/VqcbGT3hCa  http://t.co/uP23o7JQoL
554662457999101953 2015-01-12 16:33:29 +0100 <bionetz_ch> SEKEM Gemeinschaft zu den Geschehnissen in Paris  http://t.co/SRFinUOPTb  http://t.co/lQuMG23toh
553570573818032130 2015-01-09 16:14:44 +0100 <bionetz_ch> Migros-Gastronomie: Fleisch aus Schweizer Herkunft  http://t.co/kQ80Ct1iuQ  http://t.co/9RlTfQPWaZ
553206646424752128 2015-01-08 16:08:37 +0100 <bionetz_ch> Coop wächst im Detailhandel um 1,9 Prozent  http://t.co/j7NZ2A8nba  http://t.co/FT1Z3w4JdZ
552450412817956865 2015-01-06 14:03:37 +0100 <bionetz_ch> «Vom Ökonomismus zur wirtschaftlichen Vernunft» - Interview mit Matthias (Teil 2)  http://t.co/8dGt5bfmLs  http://t.co/DL4Bx1YcqE
552098667034062848 2015-01-05 14:45:54 +0100 <bionetz_ch> Bioregelwerk 2015  http://t.co/5hjABhiF0d  http://t.co/XZev1cC5ma
550959063807574018 2015-01-02 11:17:31 +0100 <bionetz_ch> Transgourmet übernimmt die Mehrheit an der Sump &amp; Stammer International Food Supply  http://t.co/IvQCUfGZiH  http://t.co/uedYHgTMuW
549904585809481728 2014-12-30 13:27:24 +0100 <bionetz_ch> SBV-Rückblick 2014: Erfreuliche Früchtemengen - Plagegeist Kirschessigfliege  http://t.co/srCZ034vvC  http://t.co/x9hlwSXDy9
547323695157772288 2014-12-23 10:31:52 +0100 <bionetz_ch> «Oh Tannenbaum» - mit regionaler Swissness  http://t.co/hnNlG36O0N  http://t.co/Oxe45mw2ea
546996798628585472 2014-12-22 12:52:54 +0100 <bionetz_ch> Nach Einspruch: Monsantos Patent auf Tomaten widerrufen  http://t.co/tH8l60lhrY  http://t.co/eRj3vOZ0en
545920456076038144 2014-12-19 13:35:54 +0100 <bionetz_ch> GVO: Keine Auslobung von Teilverzicht  http://t.co/rU8YFFIjVE  http://t.co/HZyIyX7ul1
545510980923711488 2014-12-18 10:28:47 +0100 <bionetz_ch> EU-Bio: Grosse Koalition gegen Totalrevision zeigt Wirkung  http://t.co/DZxprrm0fe  http://t.co/A9rwiAS97J
544790107023499265 2014-12-16 10:44:17 +0100 <bionetz_ch> «Wirtschaft – und keiner ist verantwortlich?» - Interview mit Matthias Wiesmann  http://t.co/jDvCJik5iV  http://t.co/74lIRMDJuf
544492499839242240 2014-12-15 15:01:42 +0100 <bionetz_ch> EU-Bioverordnung: Grosse Koalition gegen Totalrevision  http://t.co/9ZtshT9xaj  http://t.co/zz3WVjfgze
543356951267405824 2014-12-12 11:49:26 +0100 <bionetz_ch> «Kompetenznetzwerk Ernährungswirtschaft» neu mit interkantonalem Aktionsradius  http://t.co/Op83NwtDho  http://t.co/84fglv5cmS
543006037364985856 2014-12-11 12:35:02 +0100 <bionetz_ch> Mutterkuh Schweiz erklärt graslandbasierte Produktion obligatorisch  http://t.co/YyntEeHFdN  http://t.co/OBoAZTVtcz
542706004161744896 2014-12-10 16:42:49 +0100 <bionetz_ch> Rumänien: Bio-Betrug mit Getreide und Öl-Saaten  http://t.co/IHkaNx5BXV  http://t.co/r1nK7WNHh8
542354941940334592 2014-12-09 17:27:49 +0100 <bionetz_ch> ZHAW Wädenswil: 39 neu diplomierte Bachelors in Lebensmitteltechnologie  http://t.co/kF8VJLfPsB  http://t.co/453vHb4I4x
541872515866714113 2014-12-08 09:30:49 +0100 <bionetz_ch> Warmer Winter und Herbst lassen Seen nicht abkühlen  http://t.co/xjvd9IzqR2  http://t.co/9P7TWtg7U4
540871451008831488 2014-12-05 15:12:57 +0100 <bionetz_ch> EU-Anbauregeln für GVO: Mehr Spielraum für nationale Verbote?  http://t.co/ZeWhilD3IM  http://t.co/VWwLE0bnOz
540545187752460288 2014-12-04 17:36:30 +0100 <bionetz_ch> Adventskalender nachhaltige Entwicklung 2014  http://t.co/baR59qCzvm
539725635233787905 2014-12-02 11:19:53 +0100 <bionetz_ch> BIOFACH 2015: Genuss und fachlicher Austausch inklusive  http://t.co/rVEXqvRXjF
539521706243948545 2014-12-01 21:49:33 +0100 <bionetz_ch> Macht keinen Hunger!? - Fleisch aus Weidehaltung  http://t.co/tiWSJ7Ngha  http://t.co/kpoIIUyhHN
539402799776538624 2014-12-01 13:57:03 +0100 <bionetz_ch> Bio-Fleisch wird immer beliebter - BLW-Marktbericht Bio  http://t.co/IoByeXzGWF  http://t.co/jotESYKcnG
